id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
4067,C1974,Samir Mansouri,45-54,m,Oujda,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
4068,C4548,Wiam El Amrani,25-34,f,Béni Mellal,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4069,C2276,Karim Tahiri,55-64,m,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4070,C3458,Ghita Moussaoui,45-54,f,Agadir,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
4071,C2685,Ilyas Tazi,55-64,m,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4072,C0002,Amina Chaoui,18-24,f,El Jadida,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4073,C1412,Zineb Naciri,65+,f,Mohammedia,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
4074,C3250,Mohammed Bouzid,55-64,m,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4075,C3773,Noura Mansouri,45-54,f,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4076,C0240,Rachid Regragui,18-24,m,Salé,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4077,C1710,Imane Naciri,18-24,f,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4078,C1370,Khadija Ziani,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4079,C0327,Sanaa Moussaoui,65+,f,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4080,C5001,Meryem Bouzid,,m,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4081,C2554,Reda Ouazzani,55-64,m,Nador,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4082,C3267,Khadija Guessous,65+,f,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4083,C1755,Youssef Idrissi,65+,m,Rabat,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
4084,C5073,Meryem Mernissi,25-34,m,Fès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4085,C1972,Omar Bennani,35-44,m,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4086,C1260,Imane Chraibi,45-54,f,Tétouan,Non renseignée,Silver,Email Marketing,2026-04-24,9999-12-31,True
4087,C3448,Samira Bennani,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4088,C1251,Karim Alaoui,25-34,m,Tétouan,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4089,C1228,Youssef Tazi,65+,m,Mohammedia,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4090,C1648,Amine Berrada,65+,m,Nador,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4091,C0644,Zineb El Khoury,65+,f,Nador,Non renseignée,Silver,Référencement,2026-04-24,9999-12-31,True
4092,C4463,Mehdi Hajji,65+,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4093,C2147,Zakaria Tazi,18-24,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4094,C1072,Aicha Mernissi,35-44,f,Salé,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4095,C4029,Ilyas Kettani,65+,m,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4096,C3886,Zineb Filali,45-54,f,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4097,C2154,Hajar Hakimi,65+,f,Nador,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4098,C3783,Laila Benslimane,65+,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4099,C4601,Brahim Alaoui,65+,m,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4100,C0572,Zineb Tazi,45-54,f,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4101,C1226,Amina Hajji,35-44,f,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4102,C3240,Khalid Bennani,65+,m,Mohammedia,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
4103,C1252,Nabil Moussaoui,18-24,m,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4104,C1718,Adil Hajji,<18,m,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4105,C3130,Meryem Sabri,45-54,f,El Jadida,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4106,C1061,Aicha Berrada,55-64,f,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4107,C1630,Mohammed Alaoui,35-44,m,Fès,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
4108,C0540,Samir El Amrani,65+,m,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4109,C4893,Rachid Rahmani,65+,m,Rabat,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4110,C3625,Loubna Chaoui,65+,f,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4111,C0124,Sara Squalli,35-44,f,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4112,C0871,Ghita Kettani,45-54,f,Rabat,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
4113,C3408,Zakaria Fassi,35-44,m,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4114,C3807,Hajar Squalli,25-34,f,Casablanca,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
4115,C1769,Zineb Tahiri,25-34,f,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4116,C4659,Sara Mansouri,35-44,f,Meknès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4117,C4895,Zineb Chraibi,25-34,f,Oujda,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4118,C2133,Samir Mansouri,18-24,m,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4119,C4790,Houda Benslimane,,f,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4120,C3676,Zakaria Tahiri,18-24,m,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4121,C4888,Ghita Chraibi,65+,f,Béni Mellal,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4122,C2049,Salma Guessous,65+,f,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4123,C4234,Amina Hakimi,45-54,f,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4124,C2879,Laila Bennani,65+,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4125,C3435,Youssef Lahlou,65+,m,El Jadida,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4126,C2333,Zineb Bennani,45-54,f,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4127,C3815,Hassan Lahlou,65+,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4128,C1909,Hanane Chraibi,45-54,f,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4129,C0302,Karim El Amrani,45-54,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4130,C2859,Amine Squalli,55-64,m,Fès,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
4131,C1932,Wiam Hajji,18-24,f,Agadir,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4132,C4716,Aicha Hajji,35-44,f,Tanger,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
4133,C5052,Amina Squalli,65+,f,Casablanca,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4134,C3937,Houda Chaoui,45-54,f,Béni Mellal,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4135,C0950,Karim Benkirane,65+,m,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4136,C3650,Youssef Fassi,18-24,m,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4137,C0726,Karim Tahiri,65+,m,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4138,C0567,Sanaa Berrada,55-64,f,Casablanca,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
4139,C0756,Karim Guessous,18-24,m,Tétouan,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4140,C3868,Sanaa Benkirane,45-54,f,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4141,C1133,Khadija Kettani,18-24,f,Béni Mellal,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4142,C4297,Imane Hajji,35-44,f,El Jadida,Non renseignée,Silver,Google Ads,2026-04-24,9999-12-31,True
4143,C4126,Noura Berrada,45-54,f,Casablanca,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4144,C4761,Laila Chaoui,65+,f,Nador,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4145,C2455,Ilyas Chaoui,65+,m,Kénitra,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4146,C4240,Wiam Lahlou,45-54,f,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4147,C4957,Aicha Ziani,18-24,f,Salé,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4148,C0673,Amina Fassi,65+,f,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4149,C2806,Omar Chraibi,55-64,m,Oujda,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4150,C3368,Imane El Amrani,55-64,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4151,C1929,Samira El Khoury,65+,f,Tétouan,Non renseignée,Silver,Référencement,2026-04-24,9999-12-31,True
4152,C4382,Khadija Sabri,18-24,f,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4153,C0814,Reda Moussaoui,55-64,m,El Jadida,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
4154,C1453,Imane Bennani,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4155,C2307,Zineb Sabri,65+,f,Agadir,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4156,C3334,Zakaria Fassi,55-64,m,Salé,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4157,C0097,Ilyas El Khoury,65+,m,Béni Mellal,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
4158,C4157,Soufiane Mernissi,35-44,m,Salé,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4159,C2963,Sanaa Idrissi,55-64,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4160,C1613,Abdel Bennani,25-34,m,Béni Mellal,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4161,C1062,Brahim Tahiri,18-24,m,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4162,C1245,Khadija Benkirane,25-34,f,Agadir,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4163,C2000,Hajar Bennani,25-34,f,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4164,C1851,Amina Rahmani,65+,f,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4165,C1058,Mehdi Benslimane,35-44,m,Tétouan,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4166,C0046,Ahmed Idrissi,65+,m,Casablanca,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4167,C2567,Meryem Bouzid,45-54,f,Marrakech,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4168,C4896,Rachid El Amrani,<18,m,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4169,C4610,Amine Bennani,55-64,m,Fès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4170,C0661,Nabil Ziani,25-34,m,El Jadida,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4171,C0953,Amina Alaoui,65+,f,Mohammedia,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4172,C1842,Brahim Guessous,18-24,m,Tétouan,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4173,C4545,Imane Bennani,55-64,f,Salé,Non renseignée,Silver,Bouche-à-oreille,2026-04-24,9999-12-31,True
4174,C1267,Khadija Rahmani,65+,f,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4175,C2796,Meryem El Khoury,55-64,f,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4176,C0411,Nabil Regragui,35-44,m,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4177,C4966,Karim Squalli,55-64,m,Nador,Non renseignée,Gold,Référencement,2026-04-24,9999-12-31,True
4178,C1220,Mohammed Moussaoui,65+,m,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4179,C1496,Brahim Benslimane,65+,m,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4180,C1499,Samira Naciri,55-64,f,Fès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4181,C2055,Ilyas Benslimane,25-34,m,Marrakech,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4182,C3973,Imane Mernissi,35-44,f,Fès,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
4183,C0772,Adil Ziani,65+,m,Salé,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4184,C4207,Omar Chraibi,65+,m,Salé,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
4185,C4366,Meryem Hakimi,65+,f,Meknès,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
4186,C0977,Adil Bouzid,25-34,m,Tanger,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4187,C1329,Sara Mernissi,45-54,f,Tétouan,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
4188,C1029,Samira Berrada,65+,f,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4189,C1259,Hanane El Khoury,55-64,f,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4190,C3045,Nadia Tahiri,55-64,f,Meknès,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4191,C2662,Noura Alaoui,65+,f,Casablanca,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4192,C3651,Karim Bennani,35-44,m,Béni Mellal,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4193,C2002,Zineb Hajji,55-64,f,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4194,C0266,Zakaria Kettani,35-44,m,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4195,C4707,Noura Naciri,45-54,f,Mohammedia,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4196,C4059,Mehdi Regragui,65+,m,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4197,C3316,Youssef Ziani,35-44,m,Béni Mellal,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4198,C0015,Adil Mansouri,45-54,m,Béni Mellal,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
4199,C4395,Sanaa Chaoui,65+,f,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4200,C2666,Ilyas Tazi,35-44,m,Fès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4201,C4621,Omar Mansouri,25-34,m,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4202,C3349,Reda Guessous,55-64,m,Nador,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4203,C0303,Ahmed Moussaoui,65+,m,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4204,C4275,Nadia Lahlou,65+,f,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4205,C0134,Laila Berrada,55-64,f,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4206,C2112,Houda Ouazzani,65+,f,Mohammedia,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4207,C3764,Reda Mansouri,65+,m,Tanger,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4208,C0491,Soufiane El Khoury,65+,m,Oujda,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
4209,C4698,Hajar Mansouri,65+,f,Marrakech,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4210,C2013,Amina Rahmani,65+,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4211,C0563,Amina Mansouri,65+,f,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4212,C4642,Fatima Lahlou,18-24,f,Nador,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4213,C3213,Sanaa Ouazzani,35-44,f,Tanger,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4214,C2340,Ilyas Guessous,45-54,m,Casablanca,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
4215,C1652,Meryem El Amrani,65+,f,Tanger,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4216,C2237,Hamza Alaoui,25-34,m,Casablanca,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4217,C4369,Hamza Guessous,65+,m,Béni Mellal,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4218,C1532,Ahmed El Khoury,65+,m,Meknès,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4219,C2221,Hajar Sabri,25-34,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4220,C0163,Sara Alaoui,65+,f,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4221,C0460,Hamza Chraibi,25-34,m,Casablanca,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4222,C2053,Hamza Rahmani,25-34,m,Oujda,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4223,C1544,Abdel Chraibi,65+,m,Salé,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4224,C4524,Houda Ziani,65+,f,Mohammedia,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4225,C1099,Reda Chraibi,65+,m,Tétouan,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4226,C3639,Ahmed Fassi,45-54,m,Marrakech,Non renseignée,Gold,Facebook,2026-04-24,9999-12-31,True
4227,C3984,Hamza Tahiri,65+,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4228,C2362,Mehdi Tazi,25-34,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4229,C3440,Laila Alaoui,25-34,f,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4230,C4848,Ahmed Rahmani,25-34,m,Marrakech,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4231,C3902,Houda Kettani,55-64,f,Béni Mellal,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4232,C3687,Ghita Benslimane,65+,f,Nador,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4233,C4724,Omar Bouzid,65+,m,Mohammedia,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4234,C5109,Imane Filali,55-64,m,Tanger,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4235,C2469,Sara Tahiri,65+,f,Rabat,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4236,C4451,Aicha Benkirane,35-44,f,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4237,C4784,Nabil Guessous,25-34,m,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4238,C3156,Ghita Bouzid,65+,f,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4239,C2088,Sara Chraibi,18-24,f,Fès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4240,C3534,Abdel Rahmani,55-64,m,Rabat,Non renseignée,Gold,Google Ads,2026-04-24,9999-12-31,True
4241,C1896,Adil Benslimane,55-64,m,Oujda,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4242,C2921,Adil Benslimane,65+,m,El Jadida,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4243,C0220,Ghita Tahiri,65+,f,Agadir,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4244,C3393,Samir Kettani,55-64,m,Béni Mellal,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4245,C2589,Youssef Mansouri,55-64,m,Meknès,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4246,C4069,Loubna Tazi,65+,f,Mohammedia,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4247,C2598,Khadija Sabri,45-54,f,Tanger,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4248,C2786,Meryem Hakimi,55-64,f,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4249,C1455,Brahim Benslimane,55-64,m,Kénitra,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4250,C4669,Fatima Rahmani,55-64,f,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4251,C0929,Hassan Mansouri,65+,m,Agadir,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4252,C1787,Rachid Rahmani,65+,m,Mohammedia,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4253,C3367,Noura Guessous,65+,f,Rabat,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4254,C3208,Soufiane Filali,65+,m,Rabat,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4255,C0143,Loubna Hakimi,55-64,f,Kénitra,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4256,C2903,Amina Tazi,25-34,f,Tanger,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4257,C4340,Sara Alaoui,35-44,f,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4258,C3690,Hamza Bennani,<18,m,Fès,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4259,C1765,Meryem El Khoury,45-54,f,Salé,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4260,C0305,Samira Hajji,55-64,f,Meknès,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4261,C3122,Soufiane Sabri,18-24,m,Rabat,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4262,C0831,Meryem Ouazzani,25-34,f,Kénitra,Non renseignée,Gold,Instagram,2026-04-24,9999-12-31,True
4263,C0467,Soufiane Hajji,,m,Mohammedia,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4264,C3125,Hassan Guessous,25-34,m,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4265,C4954,Nabil Tazi,25-34,m,Marrakech,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4266,C3285,Sara Rahmani,65+,f,Oujda,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4267,C0297,Nadia Hajji,35-44,f,Fès,Non renseignée,Gold,Email Marketing,2026-04-24,9999-12-31,True
4268,C1702,Karim Chraibi,65+,m,Casablanca,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4269,C2086,Hajar Chaoui,25-34,f,Agadir,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4270,C1003,Ahmed Moussaoui,45-54,m,Rabat,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4271,C2173,Khadija Idrissi,65+,f,Tanger,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4272,C4414,Amine Chraibi,65+,m,Nador,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4273,C1803,Omar El Amrani,55-64,m,Salé,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4274,C0873,Samira Bouzid,65+,f,Kénitra,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4275,C0312,Nadia Tazi,45-54,f,Casablanca,Non renseignée,Bronze,Facebook,2026-04-24,9999-12-31,True
4276,C1761,Abdel El Amrani,35-44,m,El Jadida,Non renseignée,Bronze,Bouche-à-oreille,2026-04-24,9999-12-31,True
4277,C3473,Sara Alaoui,25-34,f,Kénitra,Non renseignée,Silver,TikTok,2026-04-24,9999-12-31,True
4278,C0946,Zakaria Benslimane,65+,m,Béni Mellal,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4279,C4026,Rachid Chaoui,55-64,m,Mohammedia,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4280,C0338,Youssef Moussaoui,25-34,m,Nador,Non renseignée,Bronze,TikTok,2026-04-24,9999-12-31,True
4281,C0496,Wiam Naciri,25-34,f,Oujda,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4282,C2816,Abdel Fassi,65+,m,Casablanca,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4283,C2920,Meryem Bennani,35-44,f,Kénitra,Non renseignée,Bronze,Google Ads,2026-04-24,9999-12-31,True
4284,C1733,Laila Alaoui,55-64,f,Tétouan,Non renseignée,Silver,Instagram,2026-04-24,9999-12-31,True
4285,C4838,Youssef Tahiri,18-24,m,Oujda,Non renseignée,Bronze,Email Marketing,2026-04-24,9999-12-31,True
4286,C4877,Fatima Bennani,25-34,f,El Jadida,Non renseignée,Bronze,Instagram,2026-04-24,9999-12-31,True
4287,C4736,Aicha Regragui,45-54,f,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4288,C4926,Omar Fassi,45-54,m,Tétouan,Non renseignée,Gold,TikTok,2026-04-24,9999-12-31,True
4289,C2488,Mohammed Regragui,35-44,m,Casablanca,Non renseignée,Gold,Bouche-à-oreille,2026-04-24,9999-12-31,True
4290,C3330,Amina Bennani,65+,f,Tétouan,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
4291,C4775,Nabil Bennani,18-24,m,Fès,Non renseignée,Bronze,Référencement,2026-04-24,9999-12-31,True
